document_id,bbl,property_type,street_number,street_name,unit
2024073100070003,1006891067,SC,500,WEST 18TH STREET,W15F
2024073100070003,1006891196,SC,500,WEST 18TH STREET,E18C
2024073100070003,1006891192,SC,500,WEST 18TH STREET,E17F
2024073100070003,1006891127,SC,500,WEST 18TH STREET,W27D
2024073100070003,1006891152,SC,500,WEST 18TH STREET,PH36
2024073100070003,1006891042,SC,500,WEST 18TH STREET,W10F
2024073100070003,1006891043,SC,500,WEST 18TH STREET,W10G
2024073100070003,1006891071,SC,500,WEST 18TH STREET,W16D
2024073100070003,1006891206,SC,500,WEST 18TH STREET,E19F
2024073100070003,1006891102,SC,500,WEST 18TH STREET,W21E
2024073100070003,1006891142,SC,500,WEST 18TH STREET,W31C
2024073100070003,1006891221,SC,500,WEST 18TH STREET,E21G
2024073100070003,1006891107,SC,500,WEST 18TH STREET,W22D
2024073100070003,1006891202,SC,500,WEST 18TH STREET,E19B
2024073100070003,1006891228,SC,500,WEST 18TH STREET,E23B
2024073100070003,1006891070,SC,500,WEST 18TH STREET,W16C
2024073100070003,1006891143,SC,500,WEST 18TH STREET,W31D
2024073100070003,1006891111,SC,500,WEST 18TH STREET,W23D
2024073100070003,1006891197,SC,500,WEST 18TH STREET,E18D
2024073100070003,1006891103,SC,500,WEST 18TH STREET,W21F
2024073100070003,1006891017,SC,500,WEST 18TH STREET,W7B
2024073100070003,1006891211,SC,500,WEST 18TH STREET,E20D
2024073100070003,1006891174,SC,500,WEST 18TH STREET,E15B
2024073100070003,1006891079,SC,500,WEST 18TH STREET,W17F
2024073100070003,1006891165,SC,500,WEST 18TH STREET,E12F
2024073100070003,1006891095,SC,500,WEST 18TH STREET,W20D
2024073100070003,1006891119,SC,500,WEST 18TH STREET,W25D
2024073100070003,1006891223,SC,500,WEST 18TH STREET,E22B
2024073100070003,1006891198,SC,500,WEST 18TH STREET,E18E
2024073100070003,1006891159,SC,500,WEST 18TH STREET,E11G
2024073100070003,1006891186,SC,500,WEST 18TH STREET,E16G
2024073100070003,1006891002,OT,500,WEST 18TH STREET,RET
2024073100070003,1006891100,SC,500,WEST 18TH STREET,W21C
2024073100070003,1006891006,SC,500,WEST 18TH STREET,W5C
2024073100070003,1006891092,SC,500,WEST 18TH STREET,W20A
2024073100070003,1006891126,SC,500,WEST 18TH STREET,W27C
2024073100070003,1006891026,SC,500,WEST 18TH STREET,W8D
2024073100070003,1006891219,SC,500,WEST 18TH STREET,E21E
2024073100070003,1006891210,SC,500,WEST 18TH STREET,E20C
2024073100070003,1006891041,SC,500,WEST 18TH STREET,W10E
2024073100070003,1006891109,SC,500,WEST 18TH STREET,W23B
2024073100070003,1006891139,SC,500,WEST 18TH STREET,W30D
2024073100070003,1006891061,SC,500,WEST 18TH STREET,W14F
2024073100070003,1006891138,SC,500,WEST 18TH STREET,W30C
2024073100070003,1006891052,SC,500,WEST 18TH STREET,W12C
2024073100070003,1006891057,SC,500,WEST 18TH STREET,W14B
2024073100070003,1006891038,SC,500,WEST 18TH STREET,W10B
2024073100070003,1006891091,SC,500,WEST 18TH STREET,W19F
2024073100070003,1006891207,SC,500,WEST 18TH STREET,E19G
2024073100070003,1006891204,SC,500,WEST 18TH STREET,E19D
2024073100070003,1006891073,SC,500,WEST 18TH STREET,W16F
2024073100070003,1006891236,SC,500,WEST 18TH STREET,E24E
2024073100070003,1006891157,SC,500,WEST 18TH STREET,E11E
2024073100070003,1006891027,SC,500,WEST 18TH STREET,W8E
2024073100070003,1006891039,SC,500,WEST 18TH STREET,W10C
2024073100070003,1006891222,SC,500,WEST 18TH STREET,E22A
2024073100070003,1006891087,SC,500,WEST 18TH STREET,W19B
2024073100070003,1006891049,SC,500,WEST 18TH STREET,W11F
2024073100070003,1006891188,SC,500,WEST 18TH STREET,E17B
2024073100070003,1006891078,SC,500,WEST 18TH STREET,W17E
2024073100070003,1006891063,SC,500,WEST 18TH STREET,W15B
2024073100070003,1006891075,SC,500,WEST 18TH STREET,W17B
2024073100070003,1006891088,SC,500,WEST 18TH STREET,W19C
2024073100070003,1006891056,SC,500,WEST 18TH STREET,W14A
2024073100070003,1006891147,SC,500,WEST 18TH STREET,PH33B
2024073100070003,1006891156,SC,500,WEST 18TH STREET,E11D
2024073100070003,1006891199,SC,500,WEST 18TH STREET,E18F
2024073100070003,1006891171,SC,500,WEST 18TH STREET,E14F
2024073100070003,1006891077,SC,500,WEST 18TH STREET,W17D
2024073100070003,1006891179,SC,500,WEST 18TH STREET,E15G
2024073100070003,1006891148,SC,500,WEST 18TH STREET,PH34A
2024073100070003,1006891175,SC,500,WEST 18TH STREET,E15C
2024073100070003,1006891185,SC,500,WEST 18TH STREET,E16F
2024073100070003,1006891225,SC,500,WEST 18TH STREET,E22D
2024073100070003,1006891215,SC,500,WEST 18TH STREET,E21A
2024073100070003,1006891085,SC,500,WEST 18TH STREET,W18F
2024073100070003,1006891013,SC,500,WEST 18TH STREET,W6D
2024073100070003,1006891151,SC,500,WEST 18TH STREET,PH35B
2024073100070003,1000000000,SC,0,0,0
2024073100070003,1006891010,SC,500,WEST 18TH STREET,W6A
2024073100070003,1006891014,SC,500,WEST 18TH STREET,W6E
2024073100070003,1006891205,SC,500,WEST 18TH STREET,E19E
2024073100070003,1006891132,SC,500,WEST 18TH STREET,W29A
2024073100070003,1006891180,SC,500,WEST 18TH STREET,E16A
2024073100070003,1006891235,SC,500,WEST 18TH STREET,E24D
2024073100070003,1006891141,SC,500,WEST 18TH STREET,W31B
2024073100070003,1006891045,SC,500,WEST 18TH STREET,W11B
2024073100070003,1006891121,SC,500,WEST 18TH STREET,W26B
2024073100070003,1006891068,SC,500,WEST 18TH STREET,W16A
2024073100070003,1006891096,SC,500,WEST 18TH STREET,W20E
2024073100070003,1006891193,SC,500,WEST 18TH STREET,E17G
2024073100070003,1006891116,SC,500,WEST 18TH STREET,W25A
2024073100070003,1006891099,SC,500,WEST 18TH STREET,W21B
2024073100070003,1006891177,SC,500,WEST 18TH STREET,E15E
2024073100070003,1006891076,SC,500,WEST 18TH STREET,W17C
2024073100070003,1006891137,SC,500,WEST 18TH STREET,W30B
2024073100070003,1006891176,SC,500,WEST 18TH STREET,E15D
2024073100070003,1006891113,SC,500,WEST 18TH STREET,W24B
2024073100070003,1006891135,SC,500,WEST 18TH STREET,W29D
2024073100070003,1006891217,SC,500,WEST 18TH STREET,E21C
2024073100070003,1006891233,SC,500,WEST 18TH STREET,E24B
2024073100070003,1006891173,SC,500,WEST 18TH STREET,E15A
2024073100070003,1006891195,SC,500,WEST 18TH STREET,E18B
2024073100070003,1006891072,SC,500,WEST 18TH STREET,W16E
2024073100070003,1006891036,SC,500,WEST 18TH STREET,W9G
2024073100070003,1006891155,SC,500,WEST 18TH STREET,E11C
2024073100070003,1006891066,SC,500,WEST 18TH STREET,W15E
2024073100070003,1006891051,SC,500,WEST 18TH STREET,W12B
2024073100070003,1006891189,SC,500,WEST 18TH STREET,E17C
2024073100070003,1006891232,SC,500,WEST 18TH STREET,E24A
2024073100070003,1006891130,SC,500,WEST 18TH STREET,W28C
2024073100070003,1006891003,CC,500,WEST 18TH STREET,COMM
2024073100070003,1006891054,SC,500,WEST 18TH STREET,W12E
2024073100070003,1006891120,SC,500,WEST 18TH STREET,W26A
2024073100070003,1006891167,SC,500,WEST 18TH STREET,E14B
2024073100070003,1006891209,SC,500,WEST 18TH STREET,E20B
2024073100070003,1006891101,SC,500,WEST 18TH STREET,W21D
2024073100070003,1006891110,SC,500,WEST 18TH STREET,W23C
2024073100070003,1006891161,SC,500,WEST 18TH STREET,E12B
2024073100070003,1006891069,SC,500,WEST 18TH STREET,W16B
2024073100070003,1006891098,SC,500,WEST 18TH STREET,W21A
2024073100070003,1006891154,SC,500,WEST 18TH STREET,E11B
2024073100070003,1006891158,SC,500,WEST 18TH STREET,E11F
2024073100070003,1006891133,SC,500,WEST 18TH STREET,W29B
2024073100070003,1006891229,SC,500,WEST 18TH STREET,E23C
2024073100070003,1006891170,SC,500,WEST 18TH STREET,E14E
2024073100070003,1006891178,SC,500,WEST 18TH STREET,E15F
2024073100070003,1006891016,SC,500,WEST 18TH STREET,W7A
2024073100070003,1006891080,SC,500,WEST 18TH STREET,W18A
2024073100070003,1006891237,SC,500,WEST 18TH STREET,PH25A
2024073100070003,1006891105,SC,500,WEST 18TH STREET,W22B
2024073100070003,1006891064,SC,500,WEST 18TH STREET,W15C
2024073100070003,1006891118,SC,500,WEST 18TH STREET,W25C
2024073100070003,1006891040,SC,500,WEST 18TH STREET,W10D
2024073100070003,1006891020,SC,500,WEST 18TH STREET,W7E
2024073100070003,1006891029,SC,500,WEST 18TH STREET,W8G
2024073100070003,1006891160,SC,500,WEST 18TH STREET,E12A
2024073100070003,1006891227,SC,500,WEST 18TH STREET,E23A
2024073100070003,1006891084,SC,500,WEST 18TH STREET,W18E
2024073100070003,1006891117,SC,500,WEST 18TH STREET,W25B
2024073100070003,1006891200,SC,500,WEST 18TH STREET,E18G
2024073100070003,1006891153,SC,500,WEST 18TH STREET,E11A
2024073100070003,1006891009,SC,500,WEST 18TH STREET,W5F
2024073100070003,1006891220,SC,500,WEST 18TH STREET,E21F
2024073100070003,1006891048,SC,500,WEST 18TH STREET,W11E
2024073100070003,1006891106,SC,500,WEST 18TH STREET,W22C
2024073100070003,1006891032,SC,500,WEST 18TH STREET,W9C
2024073100070003,1006891104,SC,500,WEST 18TH STREET,W22A
2024073100070003,1006891239,SC,500,WEST 18TH STREET,PH26
2024073100070003,1006891145,SC,500,WEST 18TH STREET,PH32B
2024073100070003,1006891018,SC,500,WEST 18TH STREET,W7C
2024073100070003,1006891162,SC,500,WEST 18TH STREET,E12C
2024073100070003,1006891140,SC,500,WEST 18TH STREET,W31A
2024073100070003,1006891208,SC,500,WEST 18TH STREET,E20A
2024073100070003,1006891187,SC,500,WEST 18TH STREET,E17A
2024073100070003,1006891115,SC,500,WEST 18TH STREET,W24D
2024073100070003,1006891007,SC,500,WEST 18TH STREET,W5D
2024073100070003,1006891203,SC,500,WEST 18TH STREET,E19C
2024073100070003,1006891129,SC,500,WEST 18TH STREET,W28B
2024073100070003,1006891083,SC,500,WEST 18TH STREET,W18D
2024073100070003,1006891124,SC,500,WEST 18TH STREET,W27A
2024073100070003,1006891012,SC,500,WEST 18TH STREET,W6C
2024073100070003,1006891231,SC,500,WEST 18TH STREET,E23E
2024073100070003,1006891163,SC,500,WEST 18TH STREET,E12D
2024073100070003,1006891238,SC,500,WEST 18TH STREET,PH25B
2024073100070003,1006891190,SC,500,WEST 18TH STREET,E17D
2024073100070003,1006891230,SC,500,WEST 18TH STREET,E23D
2024073100070003,1006891097,SC,500,WEST 18TH STREET,W20F
2024073100070003,1006891181,SC,500,WEST 18TH STREET,E16B
2024073100070003,1006891114,SC,500,WEST 18TH STREET,W24C
2024073100070003,1006891025,SC,500,WEST 18TH STREET,W8C
2025081300985001,1010250025,OF,1700,BROADWAY,
2025081800333001,1012920064,CR,8,EAST 57 STREET,
2025081800333001,1012920015,CR,590,MADISON AVENUE,
2025081800333001,1012920008,CR,9,EAST 56 STREET,
2025081800439001,1013760001,CR,800,5 AVENUE,
2025081800439004,1013760001,CR,800,5 AVENUE,
2025072400178004,1008070001,CR,393,7 AVENUE,
2025072300442004,1012721201,OT,730,FIFTH AVENUE,RETA
2025071701007001,1010710001,AP,560,WEST 43RD STREET,
2025062300647002,1008090045,CR,1311,BROADWAY,
2025062000090006,1010130029,OF,592,7 AVENUE,
2025062300647002,1008091101,CC,1311,BROADWAY,1
2025062300647002,1008091102,CC,1311,BROADWAY,2
2025052600025005,1013160023,CR,235,EAST 42 STREET,
2025050701038002,1012591104,CR,522,5 AVENUE,OFF2
2025050701038002,1012591106,CR,522,5 AVENUE,0FF4
2025050701038002,1012591108,CR,522,5 AVENUE,OFF6
2025050701038002,1012591105,CR,522,5 AVENUE,OFF3
2025050701038002,1012591110,CR,522,5 AVENUE,OFF8
2025050701038002,1012591103,CR,522,5 AVENUE,OFF1
2025050701038002,1012591111,CR,522,5 AVENUE,OFF9
2025050701038002,1012591109,CR,522,5 AVENUE,OFF7
2025050701038002,1012591107,CR,522,5 AVENUE,OFF5
2025052600025005,1013160012,OF,219,EAST 42ND STREET,
2025041800391001,1010171001,CC,1535,BROADWAY,THTR
2025041800391001,1010171002,CC,1535,BROADWAY,RET
2025011000457001,1012681104,CC,660,FIFTH AVENUE,CU3
2025012400784005,3042719001,OT,735,LINCOLN AVENUE,1276
2025012400784005,3042710010,OT,1388,SUTTER AVENUE,
2025012400784005,3042710040,VR,N/A,ELDERT LANE,
2025012400784005,3042710080,OT,735,LINCOLN AVENUE,
2024121800706012,1019840001,AP,N/A,AMSTERDAM AVENUE,
2025012400784005,3042710005,AP,671,LINCOLN AVENUE,
2025012400784005,3042710050,OT,2695,LINDEN BOULEVARD,
2024123000067001,1008620029,CR,2,PARK AVENUE,
2024090300864001,4017070008,OT,112-21,NORTHERN BOULEVARD,
2024112101135009,4018230001,CR,126-02,35TH AVENUE,
2024112101135009,4018230012,CR,37-11,126TH STREET,
2024112500990010,1005620024,CR,799,BROADWAY,
2024090300633001,4051810015,OT,42-31,UNION ST,
2024091900852003,1010091301,CR,111,WEST 56TH STREET,HTL
2024073100070003,1006891208,SC,500,WEST 18TH STREET,E20A
2024073100070003,1006891168,SC,500,WEST 18TH STREET,E14C
2024073100070003,1006891134,SC,500,WEST 18TH STREET,W29C
2024073100470010,1005960030,CR,80,CLARKSON STREET,
2024081300768001,1000271202,CC,20,EXCHANGE PLACE,2
2024081300768001,1000271201,CC,20,EXCHANGE PLACE,1
2024081300768001,1000271203,CC,20,EXCHANGE PLACE,3
2024073100070003,1006891082,SC,500,WEST 18TH STREET,W18C
2024073100070003,1006891194,SC,500,WEST 18TH STREET,E18A
2024073100070003,1006891096,SC,500,WEST 18TH STREET,W20E
2024073100070003,1006891046,SC,500,WEST 18TH STREET,W11C
2024073100070003,1006891193,SC,500,WEST 18TH STREET,E17G
2024073100070003,1006891155,SC,500,WEST 18TH STREET,E11C
2024073100070003,1006891126,SC,500,WEST 18TH STREET,W27C
2024073100070003,1006891013,SC,500,WEST 18TH STREET,W6D
2024073100070003,1006891048,SC,500,WEST 18TH STREET,W11E
2024073100070003,1006891087,SC,500,WEST 18TH STREET,W19B
2024073100070003,1006891092,SC,500,WEST 18TH STREET,W20A
2024073100070003,1006891192,SC,500,WEST 18TH STREET,E17F
2024073100070003,1006891212,SC,500,WEST 18TH STREET,E20E
2024073100070003,1006891159,SC,500,WEST 18TH STREET,E11G
2024073100070003,1006891162,SC,500,WEST 18TH STREET,E12C
2024073100070003,1006891181,SC,500,WEST 18TH STREET,E16B
2024073100070003,1006891049,SC,500,WEST 18TH STREET,W11F
2024073100070003,1006891237,SC,500,WEST 18TH STREET,PH25A
2024073100070003,1006891228,SC,500,WEST 18TH STREET,E23B
2024073100070003,1006891109,SC,500,WEST 18TH STREET,W23B
2024073100070003,1006891093,SC,500,WEST 18TH STREET,W20B
2024073100070003,1006891171,SC,500,WEST 18TH STREET,E14F
2024073100070003,1006891031,SC,500,WEST 18TH STREET,W9B
2024073100070003,1006891132,SC,500,WEST 18TH STREET,W29A
2024073100070003,1006891039,SC,500,WEST 18TH STREET,W10C
2024073100070003,1006891077,SC,500,WEST 18TH STREET,W17D
2024073100070003,1006891207,SC,500,WEST 18TH STREET,E19G
2024073100070003,1006891060,SC,500,WEST 18TH STREET,W14E
2024073100070003,1006891143,SC,500,WEST 18TH STREET,W31D
2024073100070003,1006891150,SC,500,WEST 18TH STREET,PH35A
2024073100070003,1006891040,SC,500,WEST 18TH STREET,W10D
2024073100070003,1006891156,SC,500,WEST 18TH STREET,E11D
2024073100070003,1006891052,SC,500,WEST 18TH STREET,W12C
2024073100070003,1006891122,SC,500,WEST 18TH STREET,W26C
2024073100070003,1006891062,SC,500,WEST 18TH STREET,W15A
2024073100070003,1006891146,SC,500,WEST 18TH STREET,PH33A
2024073100070003,1006891112,SC,500,WEST 18TH STREET,W24A
2024073100070003,1006891116,SC,500,WEST 18TH STREET,W25A
2024073100070003,1006891016,SC,500,WEST 18TH STREET,W7A
2024073100070003,1006891140,SC,500,WEST 18TH STREET,W31A
2024073100070003,1006891175,SC,500,WEST 18TH STREET,E15C
2024073100070003,1006891073,SC,500,WEST 18TH STREET,W16F
2024073100070003,1006891025,SC,500,WEST 18TH STREET,W8C
2024073100070003,1006891001,TS,500,WEST 18TH STREET,HOTL
2024073100070003,1006891091,SC,500,WEST 18TH STREET,W19F
2024073100070003,1006891130,SC,500,WEST 18TH STREET,W28C
2024073100070003,1006891204,SC,500,WEST 18TH STREET,E19D
2024073100070003,1006891009,SC,500,WEST 18TH STREET,W5F
2024073100070003,1006891198,SC,500,WEST 18TH STREET,E18E
2024073100070003,1006891014,SC,500,WEST 18TH STREET,W6E
2024073100070003,1006891147,SC,500,WEST 18TH STREET,PH33B
2024073100070003,1006891227,SC,500,WEST 18TH STREET,E23A
2024073100070003,1006891238,SC,500,WEST 18TH STREET,PH25B
2024073100070003,1006891236,SC,500,WEST 18TH STREET,E24E
2024073100070003,1006891061,SC,500,WEST 18TH STREET,W14F
2024073100070003,1006891167,SC,500,WEST 18TH STREET,E14B
2024073100070003,1006891070,SC,500,WEST 18TH STREET,W16C
2024073100070003,1006891199,SC,500,WEST 18TH STREET,E18F
2024073100070003,1006891010,SC,500,WEST 18TH STREET,W6A
2024073100070003,1006891089,SC,500,WEST 18TH STREET,W19D
2024073100070003,1006891024,SC,500,WEST 18TH STREET,W8B
2024073100070003,1006891063,SC,500,WEST 18TH STREET,W15B
2024073100070003,1006891088,SC,500,WEST 18TH STREET,W19C
2024073100070003,1006891094,SC,500,WEST 18TH STREET,W20C
2024073100070003,1006891002,OT,500,WEST 18TH STREET,RET
2024073100070003,1006891058,SC,500,WEST 18TH STREET,W14C
2024073100070003,1006891164,SC,500,WEST 18TH STREET,E12E
2024073100070003,1006891129,SC,500,WEST 18TH STREET,W28B
2024073100070003,1006891210,SC,500,WEST 18TH STREET,E20C
2024073100070003,1006891214,SC,500,WEST 18TH STREET,E20G
2024073100070003,1006891068,SC,500,WEST 18TH STREET,W16A
2024073100070003,1006891169,SC,500,WEST 18TH STREET,E14D
2024073100070003,1006891206,SC,500,WEST 18TH STREET,E19F
2024073100070003,1006891127,SC,500,WEST 18TH STREET,W27D
2024073100070003,1006891103,SC,500,WEST 18TH STREET,W21F
2024073100070003,1006891027,SC,500,WEST 18TH STREET,W8E
2024073100070003,1006891149,SC,500,WEST 18TH STREET,PH34B
2024073100070003,1006891108,SC,500,WEST 18TH STREET,W23A
