document_id,record_type,doc_type,recorded_borough,document_date,document_amt,recorded_datetime
2025060200225003,A,MTGE,1,2025-04-30,181696832,2025-06-04
2025060200225002,A,MTGE,1,2025-04-30,178826216,2025-06-04
2024030500474005,A,MTGE,1,2024-03-01,178596440.77,2024-03-14
2024092900046058,A,MTGE,1,2024-09-26,178545357,2024-10-15
2025122400299003,A,MTGE,1,2025-12-22,177790276.78,2026-01-02
2026030200174007,A,MTGE,1,2026-02-01,177392530.13,2026-03-10
2024063000041001,A,DEED,1,2024-06-25,177000000,2024-07-09
2024062600757001,A,DEED,1,2024-06-18,176440000,2024-07-01
2024060600371009,A,MTGE,1,2024-06-05,175919290,2024-06-07
2025032100507003,A,DEED,1,2025-03-20,175000000,2025-04-04
2025052000239004,A,MTGE,1,2025-05-08,173166455.66,2025-05-21
2025102800556001,A,DEED,1,2025-10-20,173099518.43,2025-10-30
2024062800535005,A,DEED,1,2024-06-26,172120781.6,2024-07-01
2026012200040002,A,MTGE,1,2026-01-14,171500000,2026-01-23
2024123000896001,A,DEED,1,2024-12-19,170403750,2024-12-31
2025101600286001,A,DEED,1,2025-10-10,170256052,2025-10-21
2025070200282001,A,MTGE,1,2025-06-27,169449940,2025-07-09
2025100300103002,A,DEED,1,2025-09-30,168618594,2025-10-06
2025120100792007,A,MTGE,1,2025-11-26,167000000,2025-12-09
2025042900920002,A,MTGE,1,2025-04-21,165000000,2025-05-05
2024123000896002,A,MTGE,1,2024-12-19,165000000,2024-12-31
2025050100595001,A,DEED,1,2025-04-30,164000000,2025-05-13
2024100200467054,A,MTGE,1,2024-09-26,161759288,2024-10-07
2026032000204001,A,DEED,1,2026-03-13,161500000,2026-03-25
2025031400096001,A,DEED,1,2025-03-13,161274400,2025-03-14
2024043000370001,A,DEED,1,2024-05-01,160979906.25,2024-05-01
2025121000849003,A,MTGE,1,2025-12-05,160000000,2026-01-13
2025081900255001,A,DEED,1,2025-08-13,160000000,2025-08-27
2024091000237001,A,DEED,1,2024-09-06,160000000,2024-09-18
2024101400339001,A,DEED,1,2024-10-10,159433333.33,2024-10-16
2025070200210058,A,MTGE,1,2025-06-24,157755106,2025-07-10
2025062700875004,A,MTGE,1,2025-06-25,156845143,2025-07-10
2026021900212001,A,DEED,1,2026-02-13,156638716,2026-02-27
2024121200600001,A,DEED,1,2024-12-11,156250000,2024-12-18
2024120300888003,A,DEED,1,2024-11-26,154962576,2024-12-05
2025062700800001,A,DEED,1,2025-06-25,154500000,2025-07-22
2025111700434002,A,MTGE,1,2025-11-14,151851175.46,2025-11-20
2025052000240002,A,MTGE,1,2025-05-08,151226887.9,2025-05-21
2024011100115001,A,DEED,1,2024-01-10,150500000,2024-01-16
2025093001029006,A,MTGE,1,2025-09-25,150000000,2025-10-03
2025052600025008,A,MTGE,1,2025-05-16,150000000,2025-05-29
2025031300353001,A,DEED,1,2025-03-11,150000000,2025-03-17
2024112101184001,A,MTGE,1,2024-11-01,150000000,2024-11-25
2025040700957016,A,MTGE,1,2025-03-27,149867997,2025-04-18
2025010200151001,A,DEED,1,2024-12-30,147500000,2025-01-08
2024042500065001,A,DEED,1,2024-04-18,147500000,2024-04-25
2026012300850001,A,DEED,1,2026-01-22,145523540,2026-01-26
2024090600527001,A,MTGE,1,2024-08-29,144630000,2024-09-09
2025010200316001,A,MTGE,1,2024-12-24,144133000,2025-01-03
2025010200316001,A,MTGE,1,2024-12-24,144133000,2025-01-03
2024080500318001,A,DEED,1,2024-07-31,144100000,2024-08-08
2026011300739009,A,MTGE,1,2025-12-30,143617000,2026-01-20
2025122600459007,A,MTGE,1,2025-12-01,143444800,2025-12-30
2026021300125001,A,DEED,1,2026-02-05,143000000,2026-02-19
2025081400879001,A,MTGE,1,2025-08-05,142000000,2025-08-15
2026010900880001,A,DEED,1,2026-01-07,141000000,2026-01-13
2025121600613001,A,DEED,1,2025-12-09,140500000,2025-12-29
2024072500475001,A,MTGE,1,2024-07-25,140425000,2024-07-26
2026011500410002,A,MTGE,1,2026-01-14,140000000,2026-01-15
2025020600890001,A,DEED,1,2025-01-28,140000000,2025-02-19
2025121700041001,A,MTGE,1,2025-12-12,136733175,2025-12-19
2025100200479058,A,MTGE,1,2025-09-01,135865000,2025-10-09
2025100200479059,A,MTGE,1,2025-09-01,135865000,2025-10-09
2025061201097005,A,MTGE,1,2025-06-06,135661129.47,2025-06-13
2025010200840006,A,MTGE,1,2024-12-19,135600000,2025-01-09
2025010200840010,A,MTGE,1,2024-12-19,135600000,2025-01-09
2024070500280001,A,DEED,1,2024-07-01,135038475,2024-07-11
2025100200326002,A,DEED,1,2025-09-29,135000000,2025-10-03
2025012400992011,A,MTGE,1,2024-12-20,133613820,2025-01-29
2024103000647008,A,MTGE,1,2024-10-21,133514229.5,2024-11-01
2025120300362001,A,DEED,1,2025-11-25,133000000,2025-12-03
2025100200326004,A,MTGE,1,2025-09-29,132678032.73,2025-10-03
2025042800549001,A,DEED,1,2025-04-16,132000000,2025-04-28
2025052200085003,A,MTGE,1,2025-05-16,131935000,2025-06-02
2025091600414003,A,MTGE,1,2025-09-09,130114265,2025-09-23
2025112401205002,A,DEED,1,2025-11-14,130000000,2025-12-01
2024121000938003,A,MTGE,1,2024-11-26,130000000,2024-12-11
2025120300340015,A,MTGE,1,2025-11-25,129485205,2025-12-19
2026031000897001,A,DEED,1,2026-02-27,129000000,2026-03-19
2025073000677004,A,MTGE,1,2025-07-28,128800000,2025-08-01
2024110500898004,A,DEED,1,2024-11-01,128000000,2024-11-12
2024062800535011,A,MTGE,1,2024-06-26,128000000,2024-07-01
2025011700644001,A,DEED,1,2025-01-15,127500000,2025-01-22
2025081500655001,A,DEED,1,2025-08-15,125568763.64,2025-08-15
2025121700647005,A,MTGE,1,2025-12-15,125424943.64,2025-12-30
2025101300426004,A,MTGE,1,2025-10-09,125000000,2025-10-17
2025050200454008,A,MTGE,1,2025-05-01,125000000,2025-05-06
2024103100823001,A,MTGE,1,2024-10-31,125000000,2024-11-08
2025040800259032,A,MTGE,1,2025-03-21,124500000,2025-04-17
2024033000030012,A,MTGE,1,2024-03-27,123140000,2024-04-08
2024051500119003,A,MTGE,1,2024-05-09,122776405,2024-06-06
2024101000297001,A,MTGE,1,2024-10-10,121420000,2024-10-17
2026021300111001,A,DEED,1,2026-02-06,121040000,2026-02-17
2024110100242006,A,MTGE,1,2024-10-28,120457043,2024-11-15
2025120200784001,A,MTGE,1,2025-12-01,120000000,2025-12-03
2025010200845002,A,DEED,1,2024-12-26,120000000,2025-01-07
2024073100470011,A,MTGE,1,2024-07-29,119823110.29,2024-08-02
2026012300850017,A,DEED,1,2026-01-22,119681966,2026-01-26
2024121001043001,A,MTGE,1,2024-12-06,119600000,2025-01-03
2024053100836006,A,MTGE,1,2024-05-23,118500000,2024-06-03
2024061800154001,A,DEED,1,2024-06-14,117390500,2024-06-21
2025102900286007,A,MTGE,1,2025-10-28,117060000,2025-11-12
2024041000044004,A,MTGE,1,2024-04-02,117000000,2024-04-17
2025031301021002,A,DEED,1,2025-03-12,116500000,2025-03-17
2024100200467052,A,MTGE,1,2024-09-01,116265000,2024-10-07
2024100200467051,A,MTGE,1,2024-09-01,116265000,2024-10-07
2025122600501006,A,MTGE,1,2025-12-19,116000000,2025-12-29
2024072500841001,A,DEED,1,2024-07-24,116000000,2024-07-29
2025102400775003,A,MTGE,1,2025-10-22,115370000,2025-10-27
2025111000741003,A,MTGE,1,2025-10-31,114500000,2025-12-03
2024060600371002,A,DEED,1,2024-06-05,114500000,2024-06-07
2024121600347012,A,DEED,1,2024-12-11,113720847.16,2024-12-17
2025120800143001,A,MTGE,1,2025-11-21,113545250,2025-12-08
2024112000750003,A,DEED,1,2024-11-14,112800000,2024-11-25
2025102300573005,A,MTGE,1,2025-10-10,112390266.96,2025-11-03
2026012700462001,A,DEED,1,2026-01-15,112250000,2026-01-28
2025030300804001,A,MTGE,1,2025-02-28,112000000,2025-03-04
2025050201081012,A,MTGE,1,2025-04-24,111173777,2025-05-13
2024061700270007,A,MTGE,1,2024-06-13,110000000,2024-06-20
2026010900967003,A,DEED,1,2026-01-09,109708310.14,2026-01-13
2024112600463001,A,MTGE,1,2024-11-22,108902726.19,2024-11-27
2024070600012005,A,MTGE,1,2024-06-26,108543666,2024-07-22
2025122400166009,A,MTGE,1,2025-12-18,108388066,2025-12-29
2024123100724001,A,MTGE,1,2024-12-16,108375000,2025-01-02
2025073000419005,A,MTGE,1,2025-07-29,108290393,2025-08-01
2025111700733009,A,MTGE,1,2025-11-10,108000000,2025-11-25
2024121600347009,A,DEED,1,2024-12-11,107974981.27,2024-12-17
2026022400595008,A,MTGE,1,2026-02-19,107450016.79,2026-03-04
2025122800004059,A,MTGE,4,2025-12-23,106751860,2026-01-21
2024062700673007,A,MTGE,1,2024-06-25,106425000,2024-07-03
2024070200804002,A,MTGE,1,2024-06-18,105780784.58,2024-07-08
2025103000408006,A,MTGE,1,2025-10-28,105730000,2025-11-18
2025053000867001,A,DEED,1,2025-05-28,105500000,2025-06-05
2025031900650011,A,MTGE,1,2025-03-14,105500000,2025-03-21
2024121900441001,A,DEED,1,2024-12-17,105250000,2024-12-26
2024121900441001,A,DEED,1,2024-12-17,105250000,2024-12-26
2026010701032001,A,DEED,1,2025-12-30,105000000,2026-01-13
2026012200003002,A,DEED,1,2026-01-20,105000000,2026-01-27
2025082900511001,A,DEED,1,2025-08-20,105000000,2025-09-02
2024101800418003,A,DEED,1,2024-10-16,104500000,2024-10-21
2025112500526001,A,DEED,1,2025-11-19,104000000,2025-11-26
2025030700891001,A,DEED,1,2025-02-26,103275000,2025-03-11
2025071600312001,A,DEED,1,2025-07-09,103000000,2025-07-21
2026032900010001,A,DEED,1,2026-03-13,102500000,2026-03-31
2025050201081008,A,MTGE,1,2025-04-24,101827854,2025-05-13
2026030900405001,A,DEED,1,2026-03-06,101125000,2026-03-09
2026030200423006,A,MTGE,1,2026-02-26,100960000,2026-03-03
2025042900328007,A,MTGE,1,2025-04-25,100934878.86,2025-05-02
2026012300850009,A,DEED,1,2026-01-22,100741078,2026-01-26
2025041100218011,A,DEED,1,2025-04-01,100250000,2025-04-16
2026021700661001,A,DEED,1,2026-02-13,100000000,2026-02-18
2025071800038008,A,MTGE,1,2025-07-17,100000000,2025-07-18
2025052700148001,A,DEED,1,2025-05-23,100000000,2025-05-28
2025021101096002,A,MTGE,1,2025-02-10,100000000,2025-02-13
2025020600890004,A,MTGE,1,2025-01-28,100000000,2025-02-19
2024110500789001,A,DEED,1,2024-11-01,100000000,2024-11-08
2024070500073001,A,MTGE,1,2024-06-28,100000000,2024-07-09
2025010900041001,A,MTGE,1,2024-12-31,99750000,2025-01-13
2024071600859001,A,DEED,1,2024-07-15,99250000,2024-07-18
2024073000465001,A,MTGE,1,2024-06-26,98771932,2024-08-13
2024093000833006,A,MTGE,1,2024-09-26,98280068.33,2024-10-08
2025050200454002,A,DEED,1,2025-05-01,98051188,2025-05-06
2026012200003004,A,MTGE,1,2026-01-20,98000000,2026-01-27
2025101401233001,A,DEED,1,2025-10-09,97741183,2025-10-15
2025101401261007,A,MTGE,1,2025-10-16,97726489,2025-10-30
2025120900834005,A,MTGE,1,2025-11-21,97600000,2025-12-19
2024062000460001,A,MTGE,1,2024-06-13,97154000,2024-06-26
2026010500740011,A,MTGE,1,2025-12-30,96894571,2026-01-12
2025090400392001,A,MTGE,1,2025-08-27,96720144.44,2025-09-09
2025123100662005,A,MTGE,1,2025-12-01,96690000,2026-01-05
2024062500968001,A,DEED,1,2024-06-21,96500000,2024-06-27
2025070201150011,A,MTGE,1,2025-06-18,96354324,2025-07-07
2024100200898004,A,MTGE,1,2024-09-30,96267000,2024-10-10
2025032500383006,A,MTGE,1,2025-03-21,96232830,2025-03-27
2026031600932002,A,DEED,1,2026-03-04,96000000,2026-03-20
2024120300464004,A,MTGE,1,2024-11-25,95953000,2024-12-13
2024031500299001,A,MTGE,1,2024-03-08,95915504,2024-03-15
2025101800026013,A,MTGE,1,2025-10-01,95133102.23,2025-11-12
2024072500841002,A,MTGE,1,2024-07-24,95000000,2024-07-29
2024122000427003,A,DEED,1,2024-12-12,94500000,2024-12-23
2024062700432002,A,MTGE,1,2024-06-10,94355504.14,2024-07-03
2025052200452003,A,MTGE,1,2025-05-20,94343800,2025-06-02
2026030200174003,A,MTGE,1,2026-02-01,94182777.31,2026-03-10
2025101800026010,A,DEED,1,2025-10-15,93920000,2025-11-12
2025051600739001,A,DEED,1,2025-05-14,93900000,2025-05-20
2026030401060001,A,MTGE,1,2026-02-26,93627092.9,2026-03-06
2025041300036011,A,MTGE,1,2025-04-03,93384865.95,2025-04-18
2025092600286052,A,MTGE,1,2025-09-25,93287281,2025-10-21
2024041900397001,A,MTGE,1,2024-03-29,93064379.07,2024-04-22
2024121300467001,A,MTGE,1,2024-12-12,93050000,2024-12-19
2026020400527001,A,MTGE,1,2026-01-30,92138189.67,2026-02-10
2026021900321001,A,DEED,1,2026-02-18,92000000,2026-02-19
2025082100901001,A,DEED,1,2025-08-20,92000000,2025-08-26
2025100300202002,A,DEED,1,2025-09-30,91996368,2025-10-07
2025092600286055,A,MTGE,1,2025-09-25,91664112,2025-10-21
2025121100136001,A,MTGE,1,2025-12-09,91000000,2025-12-11
2024081600066013,A,MTGE,1,2024-08-01,90722330.07,2024-08-20
2024110401068003,A,DEED,1,2024-10-30,90486070.97,2024-11-12
2024120300888004,A,MTGE,1,2024-11-26,90000000,2024-12-05
2024112200341001,A,DEED,1,2024-11-19,90000000,2024-11-25
2024061300861004,A,MTGE,1,2024-05-31,90000000,2024-06-18
2024050100276003,A,MTGE,1,2024-04-25,90000000,2024-05-10
2025122800004060,A,MTGE,4,2025-12-23,89698140,2026-01-21
2025110500029002,A,MTGE,1,2025-10-30,89630924,2025-11-13
2025110500029002,A,MTGE,1,2025-10-30,89630924,2025-11-13
2026012300850008,A,DEED,1,2026-01-22,88339886,2026-01-26
2025011400533001,A,DEED,1,2024-12-31,88000000,2025-01-15
2024031400487004,A,MTGE,1,2024-03-08,87777069.48,2024-03-15
2025011001071009,A,DEED,1,2024-12-30,87737977.66,2025-01-24
2025012400784004,A,MTGE,1,2024-12-30,87691401,2025-01-29
2024102900342001,A,MTGE,1,2024-10-17,87636263,2024-11-15
2025032500383002,A,MTGE,1,2025-03-21,87592794,2025-03-27
2025072401017002,A,DEED,1,2025-07-22,87500000,2025-07-30
2024041600617001,A,DEED,1,2024-04-15,87400000,2024-04-17
2025070300552013,A,MTGE,1,2025-06-30,87078435,2025-07-09
2024030800383014,A,MTGE,1,2024-03-05,86999606.58,2024-03-13
2025122600501010,A,MTGE,1,2025-12-19,86850000,2025-12-29
2024080100538003,A,MTGE,1,2024-07-26,86420000,2024-08-05
2026021600158004,A,DEED,1,2026-02-05,86133425,2026-02-18
2024120900816008,A,MTGE,1,2024-12-04,86000000,2024-12-19
2025033100723003,A,DEED,1,2025-03-18,85708800,2025-04-18
2024070100583011,A,MTGE,1,2024-06-27,85519170,2024-07-09
2025010800241001,A,MTGE,1,2024-12-20,85227155.45,2025-01-14
2025123100662004,A,DEED,1,2025-12-18,85000000,2026-01-05
2025101600694002,A,DEED,1,2025-10-15,85000000,2025-11-18
2025111000720002,A,DEED,1,2025-11-05,85000000,2025-11-13
2025050600094004,A,DEED,1,2025-05-01,85000000,2025-05-09
2024122400175006,A,MTGE,1,2024-12-17,85000000,2024-12-30
2024071600167001,A,MTGE,1,2024-07-15,85000000,2024-07-17
2025071600312003,A,MTGE,1,2025-07-09,84847727.25,2025-07-21
2025013000411005,A,MTGE,1,2025-01-29,84738381.94,2025-02-04
2026012300850013,A,DEED,1,2026-01-22,84687153,2026-01-26
2025122600459001,A,DEED,1,2025-12-19,84680401,2025-12-30
2025040400835003,A,MTGE,1,2025-03-28,84348000,2025-04-15
2025070100090010,A,MTGE,1,2025-06-26,84150535,2025-07-11
2024100100518001,A,MTGE,1,2024-09-05,83948070.07,2024-10-02
2026010100071007,A,MTGE,1,2025-12-18,83891300,2026-01-02
2025050800943001,A,DEED,1,2025-05-06,83558225.62,2025-05-13
2025040900785001,A,MTGE,1,2025-04-07,82717200,2025-04-11
2024121800706016,A,MTGE,1,2024-12-12,82620602,2025-01-10
2025062700875001,A,DEED,1,2025-06-23,82500000,2025-07-10
2025030600616001,A,DEED,1,2025-03-04,82500000,2025-03-06
2024110100250001,A,MTGE,1,2024-10-30,82403218.15,2024-11-06
2026030500901001,A,MTGE,1,2026-03-03,82131166.67,2026-03-11
2025111700733010,A,MTGE,1,2025-11-10,82000000,2025-11-25
2024020800802001,A,DEED,1,2024-02-07,81850000,2024-02-09
2024121800310001,A,MTGE,1,2024-12-03,81759354.12,2024-12-26
2025090300220026,A,MTGE,1,2025-08-25,81644494.79,2025-09-10
2024053100757001,A,DEED,1,2024-05-29,81500000,2024-06-17
2024070200303002,A,MTGE,1,2024-06-10,81390874,2024-07-15
2025081900255007,A,MTGE,1,2025-08-13,80970997,2025-08-27
2025111900172001,A,DEED,1,2025-11-18,80812500,2025-11-24
2025040300436004,A,MTGE,1,2025-03-28,80776170,2025-04-04
2025010800241002,A,MTGE,1,2024-12-20,80754866.22,2025-01-14
2025032800857007,A,MTGE,1,2025-03-27,80380000,2025-04-14
2025092600286049,A,MTGE,1,2025-09-25,80160000,2025-10-21
2025092600286050,A,MTGE,1,2025-09-25,80160000,2025-10-21
2025032700229003,A,MTGE,1,2025-03-21,80150000,2025-04-01
2024043000173006,A,MTGE,1,2024-04-26,80059196,2024-05-03
2025122901234005,A,MTGE,1,2025-12-18,80000000,2026-01-09
2025032500258003,A,MTGE,1,2025-02-26,80000000,2025-03-27
2025012401000002,A,MTGE,1,2025-01-21,80000000,2025-02-03
2024111200839023,A,DEED,1,2024-11-07,80000000,2024-11-29
2024111200839024,A,DEED,1,2024-11-07,80000000,2024-11-29
2024101600847001,A,DEED,1,2024-10-16,80000000,2024-10-24
2024101600847002,A,DEED,1,2024-10-16,80000000,2024-10-24
2024081900649001,A,MTGE,1,2024-08-13,80000000,2024-08-21
2024020800202005,A,DEED,1,2024-02-07,80000000,2024-02-16
2026022600110001,A,DEED,1,2026-02-20,79850000,2026-03-02
2026021700618003,A,MTGE,3,2026-01-22,79700000,2026-02-19
2024030700644002,A,DEED,1,2024-03-06,79196500,2024-03-12
2024061800986001,A,MTGE,1,2024-06-18,78980688,2024-06-27
2024112200417001,A,DEED,1,2024-11-20,78964000,2024-11-26
2026012700123013,A,MTGE,1,2026-01-22,78464000,2026-02-06
2026012700123013,A,MTGE,1,2026-01-22,78464000,2026-02-06
2025122301165002,A,MTGE,1,2025-12-12,78000000,2025-12-26
2024070500280005,A,MTGE,1,2024-07-01,78000000,2024-07-11
2026010100071009,A,MTGE,1,2025-12-18,77881001,2026-01-02
2024071700812014,A,MTGE,1,2024-07-09,77829803.84,2024-07-25
2024071700812002,A,MTGE,1,2024-07-09,77829803.84,2024-07-25
2025061500011016,A,MTGE,1,2025-06-10,77800000,2025-06-26
2025091200407011,A,MTGE,1,2025-08-29,77207243,2025-09-15
2026010901070009,A,DEED,1,2025-12-30,77002366,2026-01-21
2025121900959022,A,MTGE,1,2025-12-18,77000000,2026-01-29
2025123100044002,A,MTGE,1,2025-12-09,77000000,2025-12-31
2024030600640002,A,DEED,1,2024-02-22,76500000,2024-03-11
2024050900144005,A,MTGE,1,2024-05-01,76476339.09,2024-05-13
2025030600699001,A,MTGE,1,2025-02-28,76040000,2025-03-13
2024050300882005,A,MTGE,1,2024-04-26,75878577.03,2024-05-08
2026012300850016,A,DEED,1,2026-01-22,75651652,2026-01-26
2025013000453001,A,DEED,1,2025-01-30,75500000,2025-02-03
2024031800140009,A,MTGE,1,2024-03-15,75500000,2024-03-19
2025012000212002,A,DEED,1,2025-01-16,75250000,2025-01-22
2024122700677009,A,MTGE,1,2024-12-19,75160168,2025-01-02
2026012300850004,A,DEED,1,2026-01-22,75089244,2026-01-26
2026030400489002,A,DEED,1,2026-02-27,75000000,2026-03-05
2026012200003003,A,MTGE,1,2026-01-20,75000000,2026-01-27
2025121500408003,A,MTGE,1,2025-12-09,75000000,2025-12-26
2025121800857001,A,MTGE,1,2025-12-16,75000000,2025-12-30
2025101600694001,A,DEED,1,2025-10-15,75000000,2025-11-18
2024082101016002,A,MTGE,1,2024-08-21,75000000,2024-08-26
2024062000143001,A,DEED,1,2024-06-18,75000000,2024-06-21
2024062700353006,A,MTGE,1,2024-06-25,74990977,2024-07-03
2026021000956010,A,MTGE,1,2026-02-05,74570000,2026-02-13
2025123001319006,A,MTGE,1,2025-12-18,74415383,2026-01-02
2025100100210001,A,DEED,1,2025-09-30,74176848,2025-10-03
2024102500578008,A,MTGE,1,2024-10-23,74000000,2024-11-13
2024031500378001,A,MTGE,1,2024-03-13,73751266.58,2024-03-18
2025040801105002,A,MTGE,1,2025-04-02,73600000,2025-04-11
2025110400242003,A,MTGE,1,2025-10-31,73505564.01,2025-11-06
2026032300460001,A,DEED,1,2026-03-13,73500000,2026-03-25
